id,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area,State
MX37HTKE,65,active,66669,single,practical,badminton,148922,no response,urban,KS
IKXWuhVA,60,active,10848,married,practical,athletics,109753,response,urban,NY
oScvFWaU,16,healthy,29055,single,practical,soccer,115370,no response,rural,SC
fOzTCwrS,29,cozily,84270,single,practical,soccer,58141,no response,rural,UT
52rBuUd4,24,cozily,19533,married,practical,soccer,127842,no response,urban,PA
7fo2QE4F,39,cozily,91597,married,practical,badminton,88566,no response,rural,CA
PKfM8yeo,33,active,53910,single,expensive,soccer,50646,no response,urban,WI
oQDo49Sr,21,active,63462,single,expensive,athletics,114834,no response,rural,MO
o3sZrx4A,16,active,68917,single,expensive,badminton,38743,no response,urban,NE
WLrFlSXB,19,active,19993,married,expensive,,121069,no response,rural,DE
mBayIPcI,35,healthy,13398,single,expensive,soccer,67398,response,urban,NY
oQuXvlse,35,healthy,34811,single,practical,,68000,response,rural,FL
qaERDqEM,41,cozily,92874,married,practical,badminton,25973,no response,rural,CA
sQPo08Wk,24,active,86156,single,practical,badminton,32446,response,urban,AZ
YTCxb5Os,26,healthy,25239,married,practical,soccer,29632,no response,urban,WV
fLxLuf5h,40,cozily,48790,married,practical,athletics,118980,no response,rural,MI
4pOItxQK,21,cozily,44203,married,practical,,101249,no response,urban,OH
3tF3Xkdu,45,active,19994,married,expensive,,36935,no response,urban,DE
bwpX0Fvg,38,cozily,97686,married,expensive,badminton,120647,no response,rural,OR
zGxMqDgT,57,cozily,32282,single,expensive,soccer,117055,response,urban,FL
xpuKVrrQ,50,active,99751,single,practical,,20173,no response,urban,AK
1uWcNkr9,32,healthy,42650,married,practical,,92549,no response,rural,KY
jFCaRHAG,17,active,61191,married,practical,soccer,115309,no response,rural,IL
vAzca1K3,28,healthy,26008,single,practical,athletics,66617,no response,rural,WV
KE8YDfsZ,67,healthy,19608,married,practical,soccer,92013,response,urban,PA
Pu5Z89Hm,52,cozily,96478,single,expensive,badminton,29959,no response,rural,AP
t7s3DQRt,69,healthy,78470,married,expensive,soccer,99497,response,urban,TX
bXYUZB1E,38,healthy,99084,single,practical,athletics,64576,no response,rural,WA
OLuC13Fh,54,active,26874,single,practical,soccer,116566,no response,urban,WV
dPHWnU28,38,healthy,42899,married,practical,badminton,108451,no response,urban,KY
E6PbH240,61,healthy,85869,married,expensive,athletics,137116,response,urban,AZ
SLZ8wNEY,21,healthy,11835,married,practical,soccer,59059,response,urban,NY
KXh2rwb5,45,cozily,41869,married,expensive,,67299,no response,urban,KY
mIDGQEhR,51,healthy,73054,single,practical,athletics,59340,no response,urban,OK
K8ze9mZV,67,healthy,22216,single,practical,soccer,137152,response,rural,VA
kzdamFsk,57,active,64799,married,practical,badminton,145378,response,urban,MO
dNhLfUSP,49,active,43857,married,expensive,badminton,138402,no response,urban,OH
pG4Gu9Fh,45,cozily,89970,married,expensive,badminton,118954,no response,urban,NV
goSnhasS,41,cozily,75255,single,expensive,badminton,37657,no response,urban,TX
qjvCQ7tQ,17,cozily,48074,single,expensive,,145304,response,urban,MI
Va0MdxL6,32,healthy,42045,married,expensive,,114230,no response,urban,KY
D7QACxAs,56,healthy,69939,married,expensive,badminton,25120,response,rural,NE
kC6415B9,69,cozily,54912,single,practical,athletics,149575,response,urban,WI
yDAatsTd,64,cozily,33482,married,expensive,,96630,response,urban,FL
om0AhYnz,50,active,15759,married,expensive,badminton,108473,no response,urban,PA
io6Rpj5J,15,cozily,56371,married,practical,soccer,105975,no response,urban,MN
pNhpEBN2,67,active,88313,single,expensive,athletics,120762,response,rural,NM
pUEa7BBi,59,active,86625,single,practical,soccer,29383,response,urban,AZ
NW7jT3Iz,26,active,56196,married,practical,badminton,91118,no response,urban,MN
q349XjwT,19,healthy,75307,single,expensive,soccer,62525,no response,rural,TX
JNGcThXa,25,healthy,51569,married,expensive,,138830,no response,urban,IA
IhjyrGrY,18,healthy,27953,married,expensive,badminton,114461,no response,rural,NC
pBORh7Q6,57,cozily,42971,married,practical,athletics,135646,no response,urban,KY
yEGl9fya,40,cozily,78017,single,practical,badminton,88740,no response,urban,TX
VMZD9vU6,51,healthy,97900,single,expensive,athletics,120268,no response,rural,OR
sqdFRicC,34,active,67581,single,expensive,athletics,138491,no response,urban,KS
lXJWpsM6,18,active,16268,single,expensive,badminton,79389,no response,urban,PA
l5MtizIY,44,cozily,25584,single,expensive,,75590,no response,urban,WV
Uj8IGqW0,27,cozily,55549,married,practical,badminton,25699,no response,urban,MN
T8iH2wSQ,29,active,13702,married,expensive,soccer,84457,response,rural,NY
Nptuj1OH,47,cozily,36261,single,practical,soccer,53218,no response,rural,AL
jlyT3k7U,30,cozily,34082,single,expensive,athletics,63716,no response,rural,AA
4vxPcwyK,41,active,69492,single,expensive,badminton,80460,no response,urban,NE
iXsEhTqI,17,cozily,67713,married,practical,soccer,56703,no response,rural,KS
El75rBWX,17,healthy,74102,married,practical,,68916,no response,urban,OK
z5SxfYo0,16,cozily,53182,single,expensive,,41147,no response,urban,WI
006UdhhH,17,active,19708,single,practical,soccer,69827,no response,rural,DE
U4YdkXME,26,cozily,16845,single,practical,badminton,59125,no response,urban,PA
DD3AT8NK,52,cozily,43552,married,practical,,108050,no response,urban,OH
fp8oQwK0,53,cozily,64504,married,practical,athletics,127602,no response,rural,MO
vql7h3Wh,39,active,25016,single,expensive,athletics,32286,no response,rural,WV
5AkzZfNv,49,cozily,97332,single,practical,athletics,83382,no response,urban,OR
qglYSdIk,16,cozily,35382,married,expensive,soccer,90934,no response,urban,AL
G3yX1qeZ,39,healthy,33957,single,practical,badminton,56006,no response,rural,FL
qr5ChKfT,69,cozily,32142,married,expensive,badminton,39024,no response,urban,FL
QsVNw6kF,65,cozily,40569,single,expensive,athletics,31994,response,rural,KY
dyyp0jHw,66,active,92244,single,practical,soccer,46264,response,urban,CA
xC6PvR5e,52,active,65295,married,expensive,badminton,55168,no response,rural,MO
9GlIvBcl,33,active,10009,married,practical,soccer,51239,response,urban,NY
qXGNzLmi,69,healthy,99171,single,practical,badminton,29148,no response,urban,WA
RXuKs0X0,27,active,64165,single,expensive,badminton,107158,no response,rural,MO
3ygXMNFB,48,healthy,47842,single,expensive,,82233,response,rural,IN
LVFldxlf,37,cozily,37554,married,practical,badminton,121320,no response,rural,TN
ru36VsAJ,37,healthy,33373,single,practical,athletics,80594,no response,rural,FL
Pe21Q0l0,40,active,20952,married,practical,soccer,91731,no response,urban,MD
EKq107xi,34,cozily,78212,single,practical,soccer,84044,no response,rural,TX
asfhdIP2,47,healthy,69764,married,practical,,83285,no response,rural,NE
GRGmDzrC,39,active,71864,single,practical,badminton,133161,no response,rural,AR
usf5HrKV,63,healthy,32541,single,practical,,53455,response,urban,FL
3yizPaLV,58,cozily,13444,single,expensive,badminton,51433,response,urban,NY
A4NlaVHu,28,active,16054,married,expensive,athletics,63346,no response,urban,PA
dvOEnlq5,51,cozily,40455,single,practical,athletics,48795,no response,urban,KY
GCCyWUUw,32,active,70939,married,practical,,148715,response,urban,LA
j1G6nJ1p,29,active,10183,married,expensive,,96100,response,urban,NY
Y2F1ujs7,65,active,95473,single,practical,soccer,20519,response,urban,CA
w5NF4bco,50,active,98482,married,expensive,,143172,response,rural,WA
BIyp8Ywx,19,healthy,82172,single,expensive,athletics,24988,no response,rural,WY
sbjqesrP,15,healthy,20669,married,expensive,athletics,80144,no response,rural,MD
7bK018aO,29,healthy,38984,single,expensive,badminton,85728,no response,rural,MS
5OuXdADg,61,healthy,61512,single,expensive,athletics,82906,response,rural,IL
svmiQlf6,27,active,41274,single,expensive,athletics,51492,no response,rural,KY
J4zi5O0n,38,healthy,36853,single,expensive,soccer,98093,no response,urban,AL
u072gDn7,17,active,26189,single,expensive,athletics,43632,no response,rural,WV
hI9R3rLQ,69,cozily,14389,single,expensive,soccer,43355,response,urban,NY
dwqOKGBr,66,healthy,58363,married,expensive,badminton,44070,response,urban,ND
MBd6FCuO,69,active,21659,single,expensive,athletics,21284,response,urban,MD
HXOOHFkq,47,active,75992,single,expensive,athletics,23932,no response,rural,TX
BsxBipq0,65,active,77067,married,practical,soccer,27776,no response,urban,TX
MCZhXx73,30,healthy,60503,married,expensive,soccer,146511,response,urban,IL
ffNBW8Ub,29,cozily,89332,married,practical,athletics,64983,no response,rural,NV
cXlJC8cD,26,healthy,74061,single,practical,athletics,69532,no response,urban,OK
dnhRcW2P,49,active,54222,single,practical,athletics,133028,no response,urban,WI
A4AJakWN,57,active,14516,married,expensive,soccer,44063,response,urban,NY
LzYPn6Fk,55,healthy,92567,single,expensive,soccer,122393,no response,urban,CA
BX989Eng,26,healthy,58376,married,practical,soccer,60911,no response,rural,ND
dRmDKXlx,21,cozily,63810,married,practical,badminton,123738,no response,urban,MO
mSR2vEEO,39,cozily,72764,married,expensive,soccer,61866,no response,rural,AR
TDlEBXc3,15,cozily,37546,single,expensive,athletics,124395,no response,urban,TN
BDEPLKmG,61,healthy,58197,married,expensive,,115139,response,urban,ND
SDtHCf7g,35,healthy,67559,married,expensive,badminton,82046,no response,rural,KS
G1c0kZqQ,41,active,80312,married,practical,athletics,147523,response,urban,CO
vtIdMRZz,22,cozily,55719,single,practical,badminton,87985,no response,rural,MN
KkLJVy8P,66,cozily,76852,single,practical,,84547,response,urban,TX
mPme0EuI,28,cozily,57708,single,expensive,badminton,84336,no response,rural,SD
btFQONt9,28,active,93166,married,expensive,athletics,63309,no response,urban,CA
Pe3ZBaMG,55,healthy,90809,married,practical,badminton,136254,no response,urban,CA
4X4avkq9,15,healthy,51290,single,expensive,athletics,25201,no response,urban,IA
IH3W9w1R,32,cozily,75642,married,practical,badminton,105453,no response,urban,TX
pf3SG7tx,62,healthy,89003,single,practical,athletics,29615,response,urban,NV
4niEVdtW,51,cozily,56853,married,expensive,athletics,74258,no response,rural,MN
Hs8l2NK4,35,cozily,86094,single,practical,athletics,48543,no response,urban,AZ
N6Bi6utI,64,healthy,53834,married,expensive,soccer,56611,response,rural,WI
w55cGTMe,59,active,18220,married,practical,athletics,116494,response,urban,PA
lWwKmneb,16,active,25654,single,practical,athletics,54197,no response,urban,WV
PXSyZXQW,60,active,96824,single,expensive,soccer,70240,response,urban,HI
HrQ0NVYY,52,cozily,56116,single,expensive,athletics,28748,no response,urban,MN
Mq8WUKXL,15,cozily,57624,single,practical,athletics,60810,no response,urban,SD
431B5FDh,45,healthy,97253,single,practical,badminton,116707,no response,rural,OR
nJ7KivPn,16,active,50943,married,expensive,athletics,71647,no response,urban,IA
hFUcDIls,57,cozily,87311,single,expensive,badminton,145488,response,rural,NM
fn9woJ27,37,active,52364,married,practical,athletics,97592,no response,rural,IA
xx7MSewP,35,active,60839,married,expensive,,84806,no response,rural,IL
csClU1K8,41,cozily,50749,single,practical,badminton,25279,no response,urban,IA
s1Fa3kGA,38,cozily,32608,married,practical,badminton,91606,no response,rural,FL
KpSqFtGl,67,active,12058,married,practical,athletics,22857,no response,urban,NY
TUMHg642,59,active,28985,single,practical,athletics,111420,no response,urban,NC
dcWIK59u,63,active,67636,single,expensive,,145755,response,urban,KS
3H0n3eUs,20,cozily,16368,married,expensive,,102358,no response,urban,PA
d98FLjqH,61,cozily,73315,married,expensive,badminton,110527,response,urban,TX
4WfJORRa,57,active,31450,married,practical,soccer,38057,response,urban,GA
QCU4Fgm4,42,active,67622,married,practical,soccer,99589,no response,rural,KS
LRvv4B7G,58,cozily,84968,single,practical,athletics,117840,response,rural,UT
K2SwvDUq,30,active,20588,married,expensive,badminton,80026,no response,urban,MD
B1olvkgM,62,healthy,12028,single,expensive,athletics,120625,response,urban,NY
PsXsGka2,32,healthy,52074,married,expensive,athletics,27383,no response,rural,IA
ksSNU6Yl,59,active,41691,married,expensive,athletics,113151,no response,urban,KY
BUkdkv7j,58,cozily,86755,single,practical,,72384,response,urban,AZ
XITvyRRx,18,cozily,54070,married,expensive,athletics,39966,no response,urban,WI
QLVjOVdq,31,cozily,64651,married,expensive,badminton,46537,no response,urban,MO
VmHkwfOr,51,active,97177,married,expensive,soccer,58946,no response,urban,OR
Jr92nmsw,52,cozily,81321,single,expensive,athletics,52378,no response,rural,CO
60QngFxI,22,cozily,78785,married,expensive,soccer,51702,no response,rural,TX
ZnAiT5px,18,cozily,89187,married,expensive,soccer,144043,response,rural,NV
laY8dN8C,31,cozily,20104,married,expensive,athletics,23697,no response,urban,VA
7jrMoY7T,60,cozily,13197,married,expensive,soccer,90174,response,urban,NY
TUiBtrDG,62,active,61611,married,practical,athletics,39761,response,urban,IL
HxnLRJaw,15,cozily,98336,single,practical,badminton,123433,no response,rural,WA
n9imtHP1,43,healthy,79941,married,expensive,soccer,146180,response,urban,TX
A8xgUonf,49,healthy,73065,single,expensive,athletics,22939,no response,rural,OK
nESrVF8F,26,cozily,53091,married,practical,badminton,135359,no response,rural,WI
waI3YAtn,38,cozily,43981,married,expensive,,118057,no response,urban,OH
f3RwmG77,21,cozily,11764,single,expensive,soccer,135203,response,urban,NY
vKrR9lgE,16,cozily,38634,single,expensive,athletics,89656,no response,urban,MS
bocLvIKI,59,healthy,39480,married,practical,soccer,95790,no response,rural,MS
ukz24ozv,20,healthy,10942,married,expensive,soccer,79502,response,rural,NY
QateE26F,51,healthy,44272,single,expensive,athletics,88564,no response,urban,OH
P4KEF7Wq,16,cozily,19404,single,practical,athletics,29615,no response,urban,PA
zwCUZbsb,61,active,90582,married,expensive,badminton,85601,no response,rural,CA
dKjQRsZi,43,healthy,40025,married,expensive,soccer,44351,no response,urban,KY
MHvSjreX,65,healthy,17415,single,practical,badminton,142736,response,rural,PA
9F9KFJ6H,42,active,41752,single,expensive,badminton,114882,no response,urban,KY
CH8szJiQ,32,active,14666,single,expensive,badminton,146788,response,rural,NY
vyLYrSRA,20,cozily,84558,married,expensive,badminton,144988,response,rural,UT
kAIFX9pe,44,active,34514,single,expensive,badminton,64496,no response,rural,FL
z930w6lE,20,cozily,67915,single,practical,,124656,no response,urban,KS
NiFWN8bH,28,healthy,31318,single,practical,badminton,52763,no response,urban,GA
seQgehgS,64,healthy,30609,single,practical,badminton,106957,response,urban,GA
9ok9bU2w,24,cozily,80471,married,practical,badminton,104549,no response,rural,CO
iqp0H6Lx,15,cozily,79800,married,practical,,92574,no response,rural,TX
D9dhZ83d,21,healthy,36003,single,practical,soccer,111590,no response,urban,AL
z0FThC5i,54,active,90265,single,practical,badminton,57031,no response,urban,CA
nOXa1htv,18,active,79132,married,expensive,soccer,130509,no response,urban,TX
NFkiHjkD,48,cozily,67248,married,practical,athletics,111492,no response,urban,KS
dghJnM1R,37,active,87669,married,expensive,athletics,42653,no response,urban,NM
6ZaUtRQS,47,active,79444,single,practical,athletics,105525,no response,rural,TX
EfaRQ0dU,24,active,15100,married,expensive,,33128,no response,rural,PA
Cf7ox4pY,33,cozily,22090,single,practical,soccer,141394,response,urban,VA
12lhbH1N,49,healthy,27823,married,practical,athletics,35066,no response,urban,NC
xwNsXr7G,34,active,60655,married,expensive,athletics,141073,response,rural,IL
lJVFpatw,39,healthy,39378,married,expensive,soccer,106801,no response,urban,MS
TODZsH3h,28,active,85240,married,expensive,soccer,131528,no response,urban,AZ
JbiBvW21,69,active,70473,single,practical,badminton,115703,response,rural,LA
yyGY9EBR,24,cozily,39183,married,practical,soccer,69120,no response,rural,MS
mSuIBpfA,67,cozily,64649,single,expensive,athletics,36945,response,urban,MO
atMTm4DU,26,healthy,10375,single,expensive,soccer,71482,response,rural,NY
ZNLpGKpZ,55,cozily,35826,single,practical,athletics,40212,no response,rural,AL
zMyeY8je,33,healthy,50596,single,expensive,badminton,144248,response,urban,IA
INyqhazd,20,cozily,84099,single,practical,soccer,119578,response,urban,UT
TBNON7zH,31,healthy,61052,single,practical,,28334,response,rural,IL
18kho5RC,38,healthy,84122,single,expensive,,58345,no response,rural,UT
G5MMsVoa,21,healthy,50828,married,expensive,badminton,90394,no response,rural,IA
4xNs0Nsr,64,healthy,38250,single,expensive,athletics,30780,response,urban,TN
huFsYrFs,67,healthy,79346,single,expensive,badminton,110412,response,urban,TX
Vg3GWPSI,23,active,83892,married,practical,badminton,130863,no response,urban,ID
ZWDKsxnp,37,healthy,66260,married,expensive,,77539,response,urban,KS
VpJBMxaO,55,healthy,60903,single,practical,badminton,42516,response,rural,IL
ZBAArXgt,67,healthy,41036,married,expensive,soccer,61583,response,urban,KY
JdXWX6A7,30,active,36916,married,expensive,badminton,56494,no response,rural,AL
O20YBwHH,26,active,96858,single,practical,soccer,145948,response,urban,HI
8xXvUDxD,45,active,12778,single,expensive,badminton,139452,response,urban,NY
lhr6cCa1,23,active,50176,single,expensive,soccer,111796,no response,urban,IA
J5T9LF10,36,active,89119,married,expensive,athletics,87513,no response,rural,NV
3djn1SDK,22,active,66944,single,practical,soccer,51429,no response,rural,KS
oNh4XuVk,34,healthy,76436,married,practical,badminton,116465,no response,urban,TX
wWMLlwwJ,26,cozily,57924,married,expensive,athletics,125679,no response,rural,SD
9zlS4tBc,18,active,22957,married,practical,soccer,20200,no response,rural,VA
EopWMXqs,16,active,54038,married,practical,soccer,35511,no response,urban,WI
MPtjG6MF,55,healthy,18066,married,practical,athletics,129589,no response,urban,PA
cauQ9aRl,29,active,44211,married,expensive,athletics,133410,no response,rural,OH
huQAJZQv,22,healthy,48789,married,practical,badminton,52448,no response,urban,MI
5F6ZW8VT,15,active,17086,single,practical,athletics,93579,no response,urban,PA
VTHcgfMa,65,active,19535,single,expensive,badminton,21052,response,rural,PA
KgOaIIMC,55,healthy,24256,married,practical,badminton,49230,no response,urban,VA
V3DohFRu,48,cozily,62415,single,practical,badminton,97852,no response,rural,IL
5LcujNb6,51,healthy,30656,single,expensive,soccer,119073,no response,rural,GA
td0kLjV6,61,healthy,82972,single,expensive,badminton,79055,no response,rural,WY
eerLSnVv,67,cozily,34980,single,practical,soccer,64663,response,urban,FL
F3bgeC6r,45,cozily,97473,married,expensive,soccer,83124,no response,urban,OR
KcfCOAG5,58,cozily,52854,married,practical,soccer,53654,response,urban,IA
qDlHE0Kb,61,cozily,48874,single,expensive,,109620,response,urban,MI
H8tTp8Ky,48,healthy,90476,single,expensive,badminton,101967,no response,urban,CA
7m5RrACF,52,cozily,22089,married,expensive,athletics,81308,no response,urban,VA
duJApslb,22,healthy,47008,single,expensive,badminton,140451,response,urban,IN
rARASSm0,52,healthy,18902,single,expensive,athletics,118448,no response,rural,PA
EqYtQnrk,23,cozily,12016,married,expensive,,57865,response,rural,NY
R1IdYdjH,47,healthy,58431,married,practical,athletics,32103,no response,urban,ND
Lf0IBtCY,51,healthy,34104,married,expensive,soccer,51417,no response,urban,FL
zKILpjHw,58,cozily,64465,single,practical,soccer,72608,response,rural,MO
agHVwZvg,20,healthy,40222,single,practical,athletics,71520,no response,rural,KY
4IyiEi2a,19,active,47238,married,practical,soccer,37261,no response,urban,IN
jXDJXHAk,54,healthy,63154,single,practical,athletics,94453,no response,urban,MO
OjTesQd3,48,active,53406,married,practical,soccer,125895,no response,urban,WI
Lsh1fsRZ,65,cozily,82042,married,practical,soccer,106564,response,urban,WY
oLIg9DfF,48,healthy,56505,single,expensive,badminton,90166,no response,urban,MN
4xMw6Flo,50,active,19002,married,expensive,soccer,58348,no response,rural,PA
E6jIToUw,32,cozily,90500,single,practical,soccer,114803,no response,urban,CA
TAeqzP2w,52,healthy,97512,single,expensive,athletics,66618,no response,rural,OR
68dDiIeX,31,healthy,54275,single,practical,,125724,no response,rural,WI
y2M4vedL,23,healthy,43914,married,expensive,badminton,143943,response,rural,OH
LvYQkxGq,50,cozily,88022,married,expensive,soccer,27632,no response,urban,NM
H79m89Ld,19,healthy,45143,single,practical,athletics,37269,no response,rural,OH
bWSIwf2v,42,healthy,79878,married,practical,athletics,104568,no response,urban,TX
vZ07uHX3,64,cozily,65100,married,practical,soccer,96166,response,urban,MO
qrmm6Jw5,38,active,57945,married,expensive,badminton,133336,no response,rural,SD
6xb3RPor,67,active,87327,single,practical,badminton,108473,response,urban,NM
MrUdy5LK,22,healthy,74851,single,practical,athletics,103286,no response,urban,OK
znRJwkZk,33,active,25947,married,practical,soccer,55302,no response,urban,WV
F40xiWgv,59,cozily,26807,single,practical,badminton,83584,response,urban,WV
ettsoaY5,34,healthy,62083,single,practical,athletics,86991,no response,urban,IL
r8TyhrvG,22,cozily,28331,married,practical,athletics,139807,no response,urban,NC
cSCM3V0o,26,cozily,63167,single,practical,,45610,no response,urban,MO
oE1wJuas,59,active,66178,married,expensive,,86762,response,urban,KS
bMoDpMTo,64,active,90885,single,expensive,badminton,82021,response,urban,CA
rZTyyUGu,35,cozily,54176,married,practical,athletics,126338,no response,rural,WI
KcW0Sz5G,66,healthy,75966,married,practical,athletics,89167,response,rural,TX
w3UkCKVj,62,healthy,40583,married,expensive,athletics,101228,response,urban,KY
ZYsjhFn3,48,healthy,33314,single,practical,soccer,97511,no response,urban,FL
dxE1iyLH,52,healthy,15523,single,practical,athletics,54236,no response,urban,PA
4aKq90bh,37,active,46731,single,expensive,soccer,25506,no response,rural,IN
dyps4mJq,21,active,13957,single,expensive,soccer,85130,no response,rural,NY
pn3rgi5H,25,cozily,14358,married,expensive,,114068,response,urban,NY
hw92VXAu,31,healthy,74661,single,practical,soccer,87184,no response,rural,OK
l54fx76B,61,healthy,19253,single,expensive,athletics,130629,no response,rural,PA
d6eSYlIJ,61,healthy,93139,single,practical,,22251,response,rural,CA
0JbDpFTI,37,cozily,49977,single,expensive,athletics,43296,no response,rural,MI
iYEYnfgD,57,healthy,49877,married,practical,soccer,143532,response,rural,MI
uGdg8HuX,15,healthy,13222,married,practical,athletics,28291,no response,urban,NY
JV6pIKLw,54,healthy,41433,single,practical,soccer,127684,no response,rural,KY
GkaDlXFS,41,cozily,78008,single,practical,athletics,122507,no response,urban,TX
P71vABnj,68,active,14276,married,practical,soccer,65473,no response,urban,NY
mKaYvZby,28,cozily,63010,married,expensive,badminton,42235,no response,urban,MO
tX7hsubn,44,cozily,39113,married,expensive,athletics,104620,no response,urban,MS
aRBHRbmB,30,healthy,95275,single,practical,athletics,106852,no response,rural,CA
HbnYkGqE,37,healthy,68182,single,expensive,badminton,51797,no response,rural,NE
laQfi3cy,31,active,15931,married,expensive,soccer,63872,no response,urban,PA
k4pc0GlX,55,healthy,19373,married,practical,badminton,90946,no response,rural,PA
bmK8nivT,26,active,69014,married,practical,athletics,118199,no response,urban,NE
5KT5qKJq,66,active,30973,married,practical,athletics,120992,response,rural,GA
V8LWhHD0,22,healthy,29361,single,expensive,badminton,33535,no response,urban,SC
8mF5AzhU,67,active,96525,single,expensive,athletics,111263,response,urban,AP
nxSy2Wdg,18,active,12351,married,practical,athletics,112575,response,urban,NY
QwvBxOUA,69,cozily,70722,single,practical,athletics,132472,response,urban,LA
rqguBaDI,30,cozily,34728,single,practical,badminton,116898,no response,rural,FL
MpK2Orsl,40,active,50771,single,expensive,,128287,no response,rural,IA
hYvLDEvt,48,healthy,46931,single,practical,,38213,no response,rural,IN
mWeSHa3m,17,active,48223,married,practical,badminton,118692,no response,urban,MI
sgulbWJH,31,active,69645,single,practical,athletics,78287,no response,rural,NE
PvQJOJWt,49,healthy,35530,married,expensive,soccer,80604,no response,urban,AL
kDpCaMBa,63,cozily,56203,married,expensive,soccer,52355,response,urban,MN
2TrAH1gP,24,cozily,18480,married,practical,badminton,90861,no response,urban,PA
zhLizi5r,24,cozily,26354,single,practical,badminton,110171,no response,urban,WV
JWQVnnvz,48,active,70808,married,expensive,soccer,133839,no response,urban,LA
Ot68tAQs,52,healthy,34363,married,expensive,athletics,29143,no response,urban,FL
GPHliZdH,30,active,43687,married,expensive,soccer,87136,no response,urban,OH
1wa8nb6D,41,cozily,83706,married,expensive,badminton,44064,no response,urban,ID
0KFbg7VW,32,healthy,52282,single,practical,badminton,38301,no response,urban,IA
imGPIAIz,54,active,77749,married,practical,,97071,no response,rural,TX
Mu5RyRaR,62,cozily,98852,married,practical,soccer,91215,response,urban,WA
FjCT7NF8,46,active,52661,single,expensive,athletics,92533,no response,urban,IA
DgkPbGRm,30,active,58926,single,practical,soccer,70145,no response,urban,ND
vsGofO3x,65,active,40060,single,practical,athletics,139765,response,rural,KY
KlipDk8M,62,healthy,41449,single,practical,soccer,123800,no response,urban,KY
tCO5Wx5Y,17,cozily,62883,single,expensive,soccer,101486,no response,urban,IL
sC5g6ifZ,68,healthy,14107,single,practical,soccer,129542,response,rural,NY
3p6Q9p9B,40,cozily,32967,single,practical,badminton,73242,no response,urban,FL
9bxF6fwX,38,healthy,30021,married,expensive,athletics,73345,no response,rural,GA
3YhIoHR9,49,healthy,30834,married,expensive,soccer,127083,no response,rural,GA
DS3pXvDL,27,cozily,23142,single,practical,athletics,104537,no response,urban,VA
14sP1UOU,57,healthy,93401,single,practical,,59152,response,urban,CA
ffONAdFk,24,active,97703,married,expensive,soccer,33274,no response,urban,OR
Vhgh9ntG,41,healthy,91152,single,practical,badminton,98380,no response,urban,CA
Wz600vpo,57,healthy,31281,single,practical,,139224,response,rural,GA
j60nK2e7,26,healthy,61194,single,practical,,106034,no response,rural,IL
hmzZe7LD,55,healthy,20420,single,practical,soccer,46449,no response,urban,DC
Z8bVcafU,41,healthy,82196,single,practical,soccer,97969,no response,rural,WY
WWTBf6eE,25,healthy,24249,single,practical,soccer,98702,no response,rural,VA
lsbbuWoz,61,cozily,24401,married,expensive,badminton,131746,response,urban,VA
L3EKIXBB,61,active,92097,married,practical,,123044,no response,urban,CA
vYkAYAqI,65,cozily,15677,single,expensive,badminton,79601,response,urban,PA
Vb00wOiM,40,active,24049,married,practical,athletics,136175,response,urban,VA
myVSAiye,41,active,89361,married,practical,soccer,30822,no response,urban,NV
5IIDJb38,28,cozily,60634,married,practical,badminton,134175,no response,urban,IL
qDo9W06U,26,healthy,48699,single,practical,soccer,21315,no response,rural,MI
FNNbROgI,29,healthy,37438,married,expensive,badminton,87285,no response,urban,TN
qYXP8VoI,58,active,11986,married,practical,athletics,136874,no response,urban,NY
fx1n8swt,50,active,33218,married,expensive,athletics,42391,no response,urban,FL
Eo3WW2RI,46,cozily,54773,married,expensive,soccer,28344,no response,rural,WI
1yOUXNDa,29,cozily,25998,single,expensive,athletics,116247,response,urban,WV
mqC3FFHY,53,cozily,51588,single,expensive,soccer,58267,no response,urban,IA
EDrl8vmq,30,cozily,15388,married,expensive,badminton,128072,no response,urban,PA
5K6PC0C6,58,active,67703,married,expensive,soccer,77147,response,urban,KS
LN1tiLv6,55,cozily,95778,single,expensive,soccer,66802,no response,urban,CA
dYaD06q0,59,cozily,72397,married,practical,athletics,88903,response,urban,AR
LZCAuygc,51,active,88258,married,practical,soccer,69537,no response,urban,NM
5eIqCU1k,33,healthy,33742,married,practical,badminton,20099,no response,urban,FL
GdHEYeBh,57,active,53384,single,practical,badminton,40185,response,urban,WI
jS5w8b80,15,active,37328,single,expensive,athletics,23987,no response,urban,TN
j6Zgj6jL,43,active,66882,single,practical,badminton,110588,no response,rural,KS
aCo8NJCD,62,active,45465,married,expensive,soccer,86660,response,urban,OH
jATVOv7A,67,cozily,45756,married,practical,athletics,71749,response,rural,OH
RWLBNtTk,66,healthy,63138,single,practical,badminton,65408,response,rural,MO
nh7bKqfq,22,healthy,43433,single,practical,athletics,90650,no response,urban,OH
1mXZvFcD,69,active,99915,married,expensive,,103269,response,urban,AK
v5EbsGe7,64,active,67592,single,practical,soccer,104316,no response,urban,KS
f0fvHvzp,57,healthy,18183,married,expensive,athletics,45257,response,urban,PA
5dY5HsKG,48,cozily,30079,married,practical,badminton,138575,no response,urban,GA
QwuTKznI,66,active,12978,married,practical,athletics,112598,response,rural,NY
YYUF72y4,22,active,66634,married,practical,soccer,73516,no response,rural,KS
URanXhDR,48,cozily,76510,single,expensive,soccer,35900,no response,urban,TX
